30/6/2021:10:59:30 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"e-mail not registered!"}
30/6/2021:14:45:55 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:45:55 | ::ffff:127.0.0.1 | PUT | /bag | 200 | {"message":"update data bag success"}
30/6/2021:14:45:55 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:45:55 | ::ffff:127.0.0.1 | DELETE | /bag/2 | 200 | {"message":"delete data bag success"}
30/6/2021:14:45:55 | ::ffff:127.0.0.1 | GET | /bag | 200 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T07:45:55.720Z","updatedAt":"2021-07-30T07:45:55.740Z"}]
30/6/2021:14:46:14 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzExNzV9.-EAmAHHbs6per4TtXQQ8DjMtgkWuhfLgOm5yVKdChBE"}
30/6/2021:14:46:15 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"register success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzExNzZ9.X7kQuK-sR18U2fZv_rBGUM-W1pHEd3nc4SdXTYLPPCw"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | DELETE | /product/category/2 | 200 | {"message":"category success to delete"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T07:46:16.219Z","updatedAt":"2021-07-30T07:46:16.252Z"}]
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"data updated"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | DELETE | /product/2 | 200 | {"message":"data success to delete"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T07:46:16.333Z","updatedAt":"2021-07-30T07:46:16.367Z"}]
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | PUT | /bag | 200 | {"message":"update data bag success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | DELETE | /bag/2 | 200 | {"message":"delete data bag success"}
30/6/2021:14:46:16 | ::ffff:127.0.0.1 | GET | /bag | 200 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T07:46:16.442Z","updatedAt":"2021-07-30T07:46:16.466Z"}]
30/6/2021:14:47:34 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"register success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzEyNTUsImV4cCI6MTYyNzcxNzY1NX0.wI_44R2I4VUFffKCGzgvMEZt-q4wiKj6mk6b3TR6YV8"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | DELETE | /product/category/2 | 200 | {"message":"category success to delete"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T07:47:35.142Z","updatedAt":"2021-07-30T07:47:35.175Z"}]
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"data updated"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | DELETE | /product/2 | 200 | {"message":"data success to delete"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T07:47:35.258Z","updatedAt":"2021-07-30T07:47:35.289Z"}]
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | PUT | /bag | 200 | {"message":"update data bag success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | DELETE | /bag/2 | 200 | {"message":"delete data bag success"}
30/6/2021:14:47:35 | ::ffff:127.0.0.1 | GET | /bag | 200 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T07:47:35.379Z","updatedAt":"2021-07-30T07:47:35.410Z"}]
30/6/2021:14:56:59 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"register success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzE4MjAsImV4cCI6MTYyNzcxODIyMH0.IpL_CEIwYf_nvSeow8LP6XA_EIgXlsL-0jEBQ_Po2Ys"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | DELETE | /product/category/2 | 200 | {"message":"category success to delete"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T07:57:00.149Z","updatedAt":"2021-07-30T07:57:00.181Z"}]
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"data updated"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | DELETE | /product/2 | 200 | {"message":"data success to delete"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T07:57:00.275Z","updatedAt":"2021-07-30T07:57:00.311Z"}]
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | PUT | /bag | 200 | {"message":"update data bag success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | DELETE | /bag/2 | 200 | {"message":"delete data bag success"}
30/6/2021:14:57:00 | ::ffff:127.0.0.1 | GET | /bag | 200 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T07:57:00.424Z","updatedAt":"2021-07-30T07:57:00.445Z"}]
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"register success"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzE5MjcsImV4cCI6MTYyNzcxODMyN30.FAFwMAQryDnOOpXjctucq2rbm9ufy-lCTVY0Z4b_92o"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | DELETE | /product/category/2 | 200 | {"message":"category success to delete"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T07:58:47.732Z","updatedAt":"2021-07-30T07:58:47.773Z"}]
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"data updated"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | DELETE | /product/2 | 200 | {"message":"data success to delete"}
30/6/2021:14:58:47 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T07:58:47.856Z","updatedAt":"2021-07-30T07:58:47.885Z"}]
30/6/2021:14:58:48 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:58:48 | ::ffff:127.0.0.1 | PUT | /bag | 200 | {"message":"update data bag success"}
30/6/2021:14:58:48 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:58:48 | ::ffff:127.0.0.1 | DELETE | /bag/2 | 200 | {"message":"delete data bag success"}
30/6/2021:14:58:48 | ::ffff:127.0.0.1 | GET | /bag | 200 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T07:58:48.046Z","updatedAt":"2021-07-30T07:58:48.071Z"}]
30/6/2021:14:59:27 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"register success"}
30/6/2021:14:59:27 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
30/6/2021:14:59:27 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzE5NjgsImV4cCI6MTYyNzcxODM2OH0.JQSMgiCGCVcLteyfsPH7Iu4jjkz2d0o7KxzoQxLlCdU"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | DELETE | /product/category/2 | 200 | {"message":"category success to delete"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T07:59:28.077Z","updatedAt":"2021-07-30T07:59:28.121Z"}]
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"data updated"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | DELETE | /product/2 | 200 | {"message":"data success to delete"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T07:59:28.198Z","updatedAt":"2021-07-30T07:59:28.220Z"}]
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | PUT | /bag | 200 | {"message":"update data bag success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | DELETE | /bag/2 | 200 | {"message":"delete data bag success"}
30/6/2021:14:59:28 | ::ffff:127.0.0.1 | GET | /bag | 200 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T07:59:28.329Z","updatedAt":"2021-07-30T07:59:28.350Z"}]
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"register success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /register | 200 | {"message":"e-mail already registered"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzIwNTMsImV4cCI6MTYyNzcxODQ1M30.OAmmttrGNKHnshslVgonfVNV2-2orZ87pwGC9n-bPUo"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | PUT | /product/category | 200 | {"message":"edit category is success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /product/category | 200 | {"message":"add categories is success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | DELETE | /product/category/2 | 200 | {"message":"category success to delete"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | GET | /product/category | 200 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:00:53.606Z","updatedAt":"2021-07-30T08:00:53.638Z"}]
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | PUT | /product | 200 | {"message":"data updated"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /product | 200 | {"message":"add product is success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | DELETE | /product/2 | 200 | {"message":"data success to delete"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | GET | /product | 200 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T08:00:53.717Z","updatedAt":"2021-07-30T08:00:53.751Z"}]
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | PUT | /bag | 200 | {"message":"update data bag success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | POST | /bag | 200 | {"message":"add data bag success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | DELETE | /bag/2 | 200 | {"message":"delete data bag success"}
30/6/2021:15:0:53 | ::ffff:127.0.0.1 | GET | /bag | 200 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:00:53.865Z","updatedAt":"2021-07-30T08:00:53.890Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzIxMzIsImV4cCI6MTYyNzcxODUzMn0.DlOv1S1GmRZGEcxJVzmzATsh9DjDVly8JeGTU0I6n7A"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:02:12.559Z","updatedAt":"2021-07-30T08:02:12.601Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T08:02:12.682Z","updatedAt":"2021-07-30T08:02:12.712Z"}]
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:02:12.817Z","updatedAt":"2021-07-30T08:02:12.840Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzIyNzcsImV4cCI6MTYyNzcxODY3N30.WkFE48UvD-6s2L49I_9rJ6y_ayZTy7FA5eB-7UALVyM"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:04:37.651Z","updatedAt":"2021-07-30T08:04:37.682Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | [{"id":1,"title":"baju","category_id":1,"price":10000,"brand":"toko kami","review":21,"star":4,"image":"public/images/blank.jpg","createdAt":"2021-07-30T08:04:37.763Z","updatedAt":"2021-07-30T08:04:37.836Z"}]
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:04:37.935Z","updatedAt":"2021-07-30T08:04:37.956Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzI2NjUsImV4cCI6MTYyNzcxOTA2NX0.rqFOroDtV2Pn9Hw7zekOqPv_qWygiJhVebexVTuUvwc"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:11:05.495Z","updatedAt":"2021-07-30T08:11:05.528Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | {}
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:11:05.743Z","updatedAt":"2021-07-30T08:11:05.774Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzI4MTMsImV4cCI6MTYyNzcxOTIxM30.mlCo7s7wzH_b_7FtOOrHgjGg53ms21gef_GtXp5TuA4"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:13:33.231Z","updatedAt":"2021-07-30T08:13:33.274Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | {}
 | {}
 | {}
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:13:33.517Z","updatedAt":"2021-07-30T08:13:33.543Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzI5MTksImV4cCI6MTYyNzcxOTMxOX0.4_YjyrM_8kQ9aJqvlg2Meil4DQWHc27i7dfFDwxZWrg"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:15:19.577Z","updatedAt":"2021-07-30T08:15:19.615Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:15:19.880Z","updatedAt":"2021-07-30T08:15:19.907Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzMyNTQsImV4cCI6MTYyNzcxOTY1NH0.bhhoKTkioCUsA3Nr4cqxCTnYs1EcIOMECWH9_ra_Ddw"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:20:54.883Z","updatedAt":"2021-07-30T08:20:54.920Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:20:55.177Z","updatedAt":"2021-07-30T08:20:55.207Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzM1MzMsImV4cCI6MTYyNzcxOTkzM30.Gi-rntahzxolEwbO4-KNT4qwJMZ6fcsctnZv6ZOOs3U"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:25:33.904Z","updatedAt":"2021-07-30T08:25:33.942Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"name":"SequelizeEagerLoadingError"}
 | {"message":"add data bag success"}
 | {"message":"update data bag success"}
 | {"message":"add data bag success"}
 | {"message":"delete data bag success"}
 | [{"id":1,"product_id":1,"qty":3,"user":"emailTest@gmail.com","createdAt":"2021-07-30T08:25:34.209Z","updatedAt":"2021-07-30T08:25:34.233Z"}]
 | {"message":"register success"}
 | {"message":"e-mail already registered"}
 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiZW1haWxUZXN0QGdtYWlsLmNvbSIsInJvbGVzIjoiYWRtaW4iLCJpYXQiOjE2Mjc2MzM1NjksImV4cCI6MTYyNzcxOTk2OX0.mDb5FP4ggDNe1PRvevp9AdxD2prBQVL-1ew1D0kfU0I"}
 | {"message":"add categories is success"}
 | {"message":"edit category is success"}
 | {"message":"add categories is success"}
 | {"message":"category success to delete"}
 | [{"id":1,"name":"baju-muslim","image":"public/images/blank.jpg","createdAt":"2021-07-30T08:26:09.295Z","updatedAt":"2021-07-30T08:26:09.337Z"}]
 | {"message":"add product is success"}
 | {"message":"data updated"}
 | {"message":"add product is success"}
 | {"message":"data success to delete"}
